2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.62,0.627,0.616,0.611,0.608,0.614,0.605,0.6,0.604,0.593,0.612,0.593,0.613,0.577,0.579
