2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.662,0.665,0.66,0.661,0.659,0.658,0.651,0.648,0.654,0.644,0.663,0.646,0.658,0.614,0.635
