season,normal,ac,line
2009,0.5365245526811195,0.5359810925954426,1.0245804234147817
2010,0.5202098222013702,0.5198719269488508,1.0427596619491912
2011,0.5248947728095568,0.5254132110252183,1.0362989226770036
2012,0.5151764838854113,0.5157951529630832,1.0333294141398077
2013,0.5308178073664445,0.5313549363308468,1.0339495990836316
2014,0.5321252975265385,0.5324463509445999,1.0277660313182542
2015,0.5360745554944152,0.5370064353745463,1.029468672997355
2016,0.5327399780836485,0.5335062238791063,1.0317419059106374
