l,logloss
0,0.5299067680053827
0.01,0.5300636599598317
0.05,0.5297386729581273
0.1,0.5293293125922782
0.15,0.5292172691634818
0.2,0.5294805497982799
0.25,0.529132853269297
0.3,0.5292471444960463
0.4,0.52966177815678706
0.5,0.5303310125922444
0.75,0.5328319053167772
