2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.617,0.619,0.615,0.607,0.607,0.613,0.603,0.596,0.592,0.586,0.606,0.592,0.61,0.562,0.574
