l,logloss
0,0.5355428245071732
0.01,0.5354384027545762
0.05,0.53511684044583
0.1,0.5348189815000244
0.15,0.5346058733220659
0.2,0.5345394280276677
0.25,0.5345343784941264
0.3,0.5346303099574565
0.4,0.5350773650957399
0.5,0.5357448001893292
0.75,0.538200085964591
